,posterior_g1,posterior_g2,posterior_g3,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
81,2.1139607,-0.021611579,0.07165755,0.8211086988449097,0.04244124889373779,3.7577376,0.3615096
82,2.077466,0.026090164,0.0104140835,0.8438165187835693,0.05174323171377182,4.2365193,0.29003078
83,1.8337369,-0.017750544,0.018506907,0.5379652380943298,0.1549091786146164,4.9060397,0.262061
84,2.042223,-0.0074673574,0.091723084,0.7998109459877014,0.054216060787439346,3.8658922,0.34316993
85,2.10375,0.031944267,0.038663305,0.8957277536392212,0.045709818601608276,4.1995525,0.2591191
86,1.9581494,0.022460148,0.09140181,0.7092369794845581,0.051193028688430786,4.419634,0.27958575
87,2.1224024,-0.010275933,0.023779854,0.9073321223258972,0.024107808247208595,4.358176,0.2696161
88,2.2147374,-0.015874058,0.06587221,0.8442955613136292,0.053716953843832016,3.4992595,0.40488106
89,2.153337,0.020129237,0.015251277,0.7573307752609253,0.05486147105693817,3.5299978,0.41469646
90,2.050125,0.019267598,0.09507644,0.7042117118835449,0.04979179427027702,4.0453835,0.34377357
91,2.163466,0.023132015,0.007035496,0.8285583853721619,0.04973825439810753,4.1466675,0.3095178
92,2.0018659,0.044892363,0.09065301,0.7031884789466858,0.05678076297044754,3.6146433,0.4264398
93,1.7453523,0.07453905,0.07798874,0.5750395059585571,0.14521224796772003,5.160966,0.23323788
94,2.1206741,0.025939075,0.0021978396,0.8563769459724426,0.044768527150154114,4.3033953,0.274365
95,2.0502603,0.0067327847,0.008203697,0.655867338180542,0.05,3.857633,0.31259587
96,2.0037785,0.08874683,0.00054585835,0.8039458394050598,0.08054985105991364,4.549307,0.29211217
97,2.0969052,0.0050692665,0.062162627,0.8001763224601746,0.045821767300367355,4.123129,0.30269957
