,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6
217,-0.48929048,0.31814256,-0.9605918,3.3446794,0.06574442,0.26406696,3.2896662,-0.26438797
218,-0.28562447,0.37272453,0.28957337,1.8424959,1.0214242,0.27549165,1.8473291,-1.1412166
219,-0.5626165,0.32637432,-0.013621044,2.2370012,-0.36252415,0.30721003,2.2023761,0.17207208
220,-0.74160725,0.2553086,1.4253161,0.7216178,3.0963972,0.17304143,0.70316064,-3.0467033
221,-0.6119911,0.33069947,-0.12573533,2.448126,-1.5256004,0.32569948,2.41944,1.3408856
222,-0.8312888,0.24089277,-1.1807141,3.241076,-0.8371145,0.28272644,3.2767513,0.6622843
223,-0.56583333,0.30967623,-0.5701519,2.822888,0.27504888,0.34228325,2.8235672,-0.4474287
224,-0.6145811,0.3017652,-0.33025262,2.4507449,0.6189451,0.345943,2.4481287,-0.77544296
225,-0.6365133,0.3239103,2.0429914,0.3044685,-1.6146784,0.23427647,0.2847118,1.4627442
226,-0.6392464,0.32648408,2.7361755,-0.4091875,-2.0748703,0.28096485,-0.45855567,1.86864
227,-0.45885164,0.3474826,2.6035414,-0.5891773,-2.1764112,0.49781686,-0.5081883,1.8262845
228,-0.80426204,0.22667268,0.32713285,1.9522264,-0.61102337,0.22185987,1.9058303,0.4075065
229,-0.81567395,0.23385067,1.5475208,0.7222991,0.48101896,0.35410067,0.69465727,-0.7353932
230,-0.5782471,0.32558966,-0.0273052,2.1183684,-0.8229835,0.2280844,2.130365,0.5795003
231,-0.3922074,0.3306674,1.5362108,0.74574834,-1.3788329,0.30694667,0.765041,1.1696712
232,-0.7908071,0.24749821,-0.049284186,2.1515288,-1.2649605,0.24001917,2.1790223,1.1780928
233,-0.5046316,0.3119147,1.3872229,0.80080247,1.6294683,0.2985169,0.7903498,-1.6719335
234,-0.56281126,0.33829477,1.9448705,0.20346394,-0.45701408,0.18435621,0.18098089,0.38626274
235,-0.6554418,0.29517424,-0.29075608,2.4389691,-1.4625168,0.42674792,2.4335177,1.0942754
236,-0.5661079,0.29789323,1.4544737,0.75914586,2.1266978,0.4218485,0.8640719,-2.536779
237,-0.69744444,0.27541634,2.059921,0.019781996,0.65926474,0.31047368,0.016144011,-0.85757136
238,-0.48688424,0.33078587,0.4295111,1.8050938,1.0505539,0.19482876,1.8222712,-1.0993
239,-0.62516665,0.34138587,-1.047478,3.3631084,1.7859155,0.39154765,3.4373925,-2.0337293
240,-0.64535487,0.27431533,1.8635907,-0.027588664,-0.74644935,0.21687847,-0.08185037,0.6282707
241,-0.58781034,0.3120103,-0.27065793,2.4130435,0.81253564,0.20383397,2.3894024,-0.8971281
242,-0.71003246,0.25103197,2.0625057,0.121164635,1.7950275,0.42178017,0.13430537,-2.0931315
243,-0.70654804,0.29098928,-0.36749348,2.5881152,-0.091136,0.32708502,2.6327753,-0.075003
244,-0.7760323,0.24062333,3.7003307,-1.4097718,-0.3258584,0.36613348,-1.4877913,0.10033407
245,-0.7072003,0.26673058,3.6142309,-1.2508093,0.87971455,0.40421095,-1.260477,-1.131717
246,-0.5774248,0.31605518,-0.15075384,2.4774384,-1.5954654,0.3910138,2.3882804,1.4069057
247,-0.38539174,0.34359464,-0.025378956,2.450499,0.093175896,0.26091453,2.3181067,-0.2600239
248,-0.46099868,0.31307897,3.3207097,-1.273547,0.9100262,0.2211404,-1.3284788,-1.0144285
249,-0.8192126,0.24232931,2.4667473,-0.30998704,2.0071158,0.3193537,-0.3055684,-2.0817366
250,-0.5538728,0.30447164,2.0077643,0.25635743,0.92129904,0.25670764,0.24367888,-1.0374786
251,-0.77516633,0.2601964,2.9263606,-0.75201875,-1.1339709,0.4129363,-0.8062682,0.94002676
252,-0.67414373,0.29558328,2.4490514,-0.14816914,1.3641855,0.4698525,-0.106805414,-1.6608875
253,-0.6295253,0.2690458,-0.004182402,2.1969728,-0.5268405,0.27665445,2.1490636,0.30706963
254,-0.78408086,0.25002867,0.41497588,1.867339,-1.0421649,0.33328265,1.8822279,0.8413956
255,-0.6707191,0.30621782,3.6050549,-1.255546,0.17055567,0.4028285,-1.3051277,-0.3352952
256,-0.6206537,0.3250839,1.4121464,0.8104441,-1.2619752,0.26428673,0.7942294,1.1372457
257,-0.6833769,0.30772713,-0.30762377,2.5669434,0.998773,0.23271644,2.5911257,-1.0533487
258,-0.5542408,0.33605292,3.709467,-1.4583831,-0.07623123,0.2662707,-1.4169863,-0.011305499
259,-0.72194237,0.2712805,2.5870903,-0.31223014,-0.9503548,0.359725,-0.28357926,0.7785728
