,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6
179,0.04732794,0.68857,0.17246366,2.084171,0.7829231,0.4088705,2.1168444,-1.1353841
180,0.16515142,0.54087806,1.8042061,0.10603138,-0.05956446,0.5359935,0.14214905,-0.19897209
181,0.16469024,0.54369384,1.5016447,0.51653785,-2.5508595,0.34346914,0.48997557,2.4418669
182,-0.009589943,0.657299,0.28307915,1.9703848,-1.5071177,0.45463407,2.144252,1.1003704
183,-0.42564753,0.5478607,2.800823,-0.7842623,-0.015875049,0.38904965,-0.8305696,-0.21275596
184,-0.7407365,0.3072378,2.7700167,-0.83892554,0.40153924,0.52838635,-0.93106824,-0.56878465
185,0.29853925,0.5739771,2.4179945,-0.3174125,-0.4622899,0.34120217,-0.26418516,0.43075556
186,-0.050151616,0.63365227,1.1640644,1.1562086,-0.17481637,0.32162645,1.0290278,-0.09323874
187,0.7568203,0.37849808,0.9438213,1.3440081,3.2784822,0.5268133,1.4215084,-3.8421397
188,0.2281893,0.59912175,0.4698828,1.9603053,-0.032240365,0.41464797,1.8450066,-0.13747722
189,0.08530379,0.6303141,0.7003162,1.3115112,0.076607145,0.50782174,1.3613968,-0.23467073
190,0.33611527,0.6175967,0.7079393,1.4875981,0.87107515,0.37748712,1.524909,-1.1156684
191,-0.17751648,0.5603381,0.7025625,1.5372918,0.4258575,0.26979586,1.4045844,-0.5356519
192,0.4216626,0.53163236,-0.03735395,2.466531,-2.1122258,0.42669222,2.5176597,1.7117021
193,-0.0075484123,0.57853323,1.641498,0.36125275,-4.3175707,0.61573964,0.33628705,4.1122227
194,-0.14999709,0.57433003,3.2762449,-1.4937238,0.032469623,0.4027761,-1.359563,0.03601007
195,-0.46916285,0.5678064,1.4650033,0.660152,0.8187544,0.56355876,0.7429192,-1.1407367
196,-0.40999037,0.5146105,2.754625,-0.6551179,-0.05498138,0.45333228,-0.5591847,-0.3084812
197,-0.85,0.31713057,1.9115311,0.3514107,3.2654843,0.4316519,0.23932505,-3.5643218
198,-0.031604778,0.60469115,1.8934745,0.17639178,0.24348198,0.39500484,0.20614368,-0.3510027
199,0.016831571,0.6205495,2.7168314,-0.51176,-1.2018923,0.48130253,-0.36463237,0.9856208
200,-0.32845804,0.5957783,2.2517314,-0.120612286,-0.5603479,0.53177327,-0.33889982,0.33008644
201,-0.2642499,0.5874837,0.18432873,1.9344203,1.1754262,0.45995182,2.0888317,-1.5587004
202,-0.11764656,0.5050035,0.93130404,1.3343117,-0.4727864,0.30849868,1.3830144,0.10505705
203,0.11730015,0.5157246,0.99737954,1.2219785,2.5265472,0.4181942,1.2878016,-2.720214
204,-0.5720812,0.49249122,1.7941908,0.36306682,-2.9329267,0.36136517,0.28478083,2.9889436
205,-0.16703583,0.62932974,1.951694,-0.17188416,1.7446299,0.5669606,0.01252303,-1.8825581
206,0.15169767,0.5825655,1.1972592,0.9166421,0.19999361,0.37292218,0.84020865,-0.2949755
207,-0.42287225,0.5538574,-0.41131017,2.7667165,0.73778224,0.2556574,2.8046136,-1.2529229
208,0.09517756,0.61476403,0.7239337,1.6789498,0.8108721,0.40769637,1.5965018,-1.1471442
209,0.7777918,0.4006903,2.1473749,0.0075473716,1.4985863,0.28029403,0.028996628,-1.5876651
210,-0.39862558,0.548839,0.9402455,1.5063214,-0.53787297,0.32188457,1.378157,0.3621768
211,-0.75761616,0.43347484,1.2351775,1.0042098,-1.4117368,0.44768086,0.86136067,1.1955823
212,0.43735573,0.53134686,0.5281831,1.8241432,-1.0239985,0.35391542,1.6758358,0.8506249
213,0.29688188,0.5786541,1.3324765,0.9037984,0.3405454,0.5726046,0.96390146,-0.7360869
214,0.3916572,0.47611114,2.9742873,-1.0446368,0.14276335,0.54997796,-0.93487966,-0.175351
215,-0.17318209,0.6800838,0.69721675,1.4895227,0.7307536,0.3149925,1.1814026,-1.0176765
